Protein Accession	DNA Accession	ARO Category Name	ARO Accession
ABA71727.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71727.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71727.1	DQ212986	glycopeptide resistance gene	ARO:3000494
WP_011461303	NC_007907	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
WP_011461303	NC_007907	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
WP_011461303	NC_007907	glycopeptide resistance gene	ARO:3000494
ABX54691.1	EU250284	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABX54691.1	EU250284	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABX54691.1	EU250284	glycopeptide resistance gene	ARO:3000494
ACL82957.1	FJ349556	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACL82957.1	FJ349556	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACL82957.1	FJ349556	glycopeptide resistance gene	ARO:3000494
AEP40503.1	JF802084	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AEP40503.1	JF802084	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AEP40503.1	JF802084	glycopeptide resistance gene	ARO:3000494
AHA41505.1	KF478993	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AHA41505.1	KF478993	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AHA41505.1	KF478993	glycopeptide resistance gene	ARO:3000494
AAA65954.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65954.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65954.1	M97297	glycopeptide resistance gene	ARO:3000494
AAB05623.1	U35369	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAB05623.1	U35369	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAB05623.1	U35369	glycopeptide resistance gene	ARO:3000494
AAF86642.1	AF162694	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF86642.1	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF86642.1	AF162694	glycopeptide resistance gene	ARO:3000494
ACM47284	EU999036	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACM47284	EU999036	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACM47284	EU999036	glycopeptide resistance gene	ARO:3000494
AAL27446.1	FJ872411	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAL27446.1	FJ872411	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAL27446.1	FJ872411	glycopeptide resistance gene	ARO:3000494
AAR84673.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAR84673.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAR84673.1	AF155139	glycopeptide resistance gene	ARO:3000494
ABA71728.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71728.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71728.1	DQ212986	glycopeptide resistance gene	ARO:3000494
WP_011461302.1	NC_007907.1	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
WP_011461302.1	NC_007907.1	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
WP_011461302.1	NC_007907.1	glycopeptide resistance gene	ARO:3000494
ABX54692.1	EU250284	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABX54692.1	EU250284	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABX54692.1	EU250284	glycopeptide resistance gene	ARO:3000494
ACL82958.1	FJ349556	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACL82958.1	FJ349556	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACL82958.1	FJ349556	glycopeptide resistance gene	ARO:3000494
AEP40504.1	JF802084	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AEP40504.1	JF802084	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AEP40504.1	JF802084	glycopeptide resistance gene	ARO:3000494
AHA41504.1	KF478993	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AHA41504.1	KF478993	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AHA41504.1	KF478993	glycopeptide resistance gene	ARO:3000494
AAD22403	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAD22403	AF162694	glycopeptide resistance gene	ARO:3000494
AAD22403.1	AF162694	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAD22403.1	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAD22403.1	AF162694	glycopeptide resistance gene	ARO:3000494
AAL27444.1	FJ872411	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAL27444.1	FJ872411	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAL27444.1	FJ872411	glycopeptide resistance gene	ARO:3000494
ABA71733.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71733.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71733.1	DQ212986	glycopeptide resistance gene	ARO:3000494
ABX54689.1	EU250284	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABX54689.1	EU250284	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABX54689.1	EU250284	glycopeptide resistance gene	ARO:3000494
AEP40502.2	JF802084	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AEP40502.2	JF802084	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AEP40502.2	JF802084	glycopeptide resistance gene	ARO:3000494
ABX54690.1	EU250284	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABX54690.1	EU250284	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABX54690.1	EU250284	glycopeptide resistance gene	ARO:3000494
ABA71726.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71726.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71726.1	DQ212986	glycopeptide resistance gene	ARO:3000494
AAO82019.1	AE016830	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAO82019.1	AE016830	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAO82019.1	AE016830	glycopeptide resistance gene	ARO:3000494
AAF71280	AF253562	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF71280	AF253562	glycopeptide resistance gene	ARO:3000494
AAB05625.1	U35369	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAB05625.1	U35369	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAB05625.1	U35369	glycopeptide resistance gene	ARO:3000494
ABA71730.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71730.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71730.1	DQ212986	glycopeptide resistance gene	ARO:3000494
WP_005813024.1	NC_007907.1	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
WP_005813024.1	NC_007907.1	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
WP_005813024.1	NC_007907.1	glycopeptide resistance gene	ARO:3000494
AAA65957.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65957.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65957.1	M97297	glycopeptide resistance gene	ARO:3000494
AAB05628.1	U35369	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAB05628.1	U35369	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAB05628.1	U35369	glycopeptide resistance gene	ARO:3000494
AAM09852.1	AY082011	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAM09852.1	AY082011	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAM09852.1	AY082011	glycopeptide resistance gene	ARO:3000494
AAF36804.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF36804.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF36804.1	AF155139	glycopeptide resistance gene	ARO:3000494
WP_015943580.1	NC_007907	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
WP_015943580.1	NC_007907	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
WP_015943580.1	NC_007907	glycopeptide resistance gene	ARO:3000494
ACL82962.1	FJ349556	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACL82962.1	FJ349556	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACL82962.1	FJ349556	glycopeptide resistance gene	ARO:3000494
AHA41501.1	KF478993	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AHA41501.1	KF478993	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AHA41501.1	KF478993	glycopeptide resistance gene	ARO:3000494
AAF61331	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF61331	AF162694	glycopeptide resistance gene	ARO:3000494
AAF61331.1	AF162694	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF61331.1	AF162694	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF61331.1	AF162694	glycopeptide resistance gene	ARO:3000494
AAL27443.1	FJ872411	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAL27443.1	FJ872411	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAL27443.1	FJ872411	glycopeptide resistance gene	ARO:3000494
ABA71732.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71732.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71732.1	DQ212986	glycopeptide resistance gene	ARO:3000494
ABX54688.1	EU250284	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABX54688.1	EU250284	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABX54688.1	EU250284	glycopeptide resistance gene	ARO:3000494
AEP40501.1	JF802084	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AEP40501.1	JF802084	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AEP40501.1	JF802084	glycopeptide resistance gene	ARO:3000494
AAA65958.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65958.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65958.1	M97297	glycopeptide resistance gene	ARO:3000494
AAB05624.1	U35369	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAB05624.1	U35369	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAB05624.1	U35369	glycopeptide resistance gene	ARO:3000494
AAM09853.1	AY082011	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAM09853.1	AY082011	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAM09853.1	AY082011	glycopeptide resistance gene	ARO:3000494
AAF36805.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF36805.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF36805.1	AF155139	glycopeptide resistance gene	ARO:3000494
ABA71729.1	DQ212986	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ABA71729.1	DQ212986	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ABA71729.1	DQ212986	glycopeptide resistance gene	ARO:3000494
ACL82959.1	FJ349556	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
ACL82959.1	FJ349556	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
ACL82959.1	FJ349556	glycopeptide resistance gene	ARO:3000494
AAA65959.1	M97297	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAA65959.1	M97297	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAA65959.1	M97297	glycopeptide resistance gene	ARO:3000494
AAF36806.1	AF155139	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
AAF36806.1	AF155139	gene conferring antibiotic resistance via molecular bypass	ARO:3000012
AAF36806.1	AF155139	glycopeptide resistance gene	ARO:3000494
AAA26683.1	L07778	antibiotic inactivation enzyme	ARO:3000557
AAA26683.1	L07778	streptogramin resistance gene	ARO:3000240
AAA86871.1	U19459	antibiotic inactivation enzyme	ARO:3000557
AAA86871.1	U19459	streptogramin resistance gene	ARO:3000240
AAC61671.1	AF015628	antibiotic inactivation enzyme	ARO:3000557
AAC61671.1	AF015628	streptogramin resistance gene	ARO:3000240
AAK84316.1	AF368302	antibiotic inactivation enzyme	ARO:3000557
AAK84316.1	AF368302	streptogramin resistance gene	ARO:3000240
AAF86220.1	AF242872	antibiotic inactivation enzyme	ARO:3000557
AAF86220.1	AF242872	streptogramin resistance gene	ARO:3000240
AAF63432	AF170730	antibiotic inactivation enzyme	ARO:3000557
AAF63432	AF170730	streptogramin resistance gene	ARO:3000240
ACX92987.1	GQ205627	antibiotic inactivation enzyme	ARO:3000557
ACX92987.1	GQ205627	streptogramin resistance gene	ARO:3000240
ALU64000	KT818596	antibiotic inactivation enzyme	ARO:3000557
ALU64000	KT818596	beta-lactam resistance gene	ARO:3000129
YP_001715362.1	NC_010410	antibiotic inactivation enzyme	ARO:3000557
YP_001715362.1	NC_010410	beta-lactam resistance gene	ARO:3000129
AAK14293.1	AF324833.1	antibiotic inactivation enzyme	ARO:3000557
AAK14293.1	AF324833.1	beta-lactam resistance gene	ARO:3000129
AAK14294.1	AF324834.1	antibiotic inactivation enzyme	ARO:3000557
AAK14294.1	AF324834.1	beta-lactam resistance gene	ARO:3000129
AAK29174.1	AY027870	antibiotic inactivation enzyme	ARO:3000557
AAK29174.1	AY027870	beta-lactam resistance gene	ARO:3000129
AAS48620.1	AY536519	antibiotic inactivation enzyme	ARO:3000557
AAS48620.1	AY536519	beta-lactam resistance gene	ARO:3000129
ABM54868.1	EF136375	antibiotic inactivation enzyme	ARO:3000557
ABM54868.1	EF136375	beta-lactam resistance gene	ARO:3000129
ABN80430.1	EF420108	antibiotic inactivation enzyme	ARO:3000557
ABN80430.1	EF420108	beta-lactam resistance gene	ARO:3000129
ACA34904.1	EU259884	antibiotic inactivation enzyme	ARO:3000557
ACA34904.1	EU259884	beta-lactam resistance gene	ARO:3000129
ACO56763.1	FJ825622	antibiotic inactivation enzyme	ARO:3000557
ACO56763.1	FJ825622	beta-lactam resistance gene	ARO:3000129
AGH33739.1	JX679208	antibiotic inactivation enzyme	ARO:3000557
AGH33739.1	JX679208	beta-lactam resistance gene	ARO:3000129
AAK14293.1	AF324833.1	antibiotic inactivation enzyme	ARO:3000557
AAK14293.1	AF324833.1	beta-lactam resistance gene	ARO:3000129
AGN33258.1	KC539823	efflux pump conferring antibiotic resistance	ARO:3000159
AGN33258.1	KC539823	streptogramin resistance gene	ARO:3000240
ABH10964.1	DQ823382	efflux pump conferring antibiotic resistance	ARO:3000159
AAB95639.1	U82085	efflux pump conferring antibiotic resistance	ARO:3000159
AMP35312.1	KU302801	efflux pump conferring antibiotic resistance	ARO:3000159
ACX92986.2	GQ205627	efflux pump conferring antibiotic resistance	ARO:3000159
CBY88983.1	FR772051	efflux pump conferring antibiotic resistance	ARO:3000159
AAA98349.1	M20129	antibiotic inactivation enzyme	ARO:3000557
AAA98349.1	M20129	streptogramin resistance gene	ARO:3000240
AAC61670.1	AF015628	antibiotic inactivation enzyme	ARO:3000557
AAC61670.1	AF015628	streptogramin resistance gene	ARO:3000240
AAN63496.1	AF317511	antibiotic inactivation enzyme	ARO:3000557
AAN63496.1	AF317511	beta-lactam resistance gene	ARO:3000129
AAS13761.1	AY524989	antibiotic inactivation enzyme	ARO:3000557
AAS13761.1	AY524989	beta-lactam resistance gene	ARO:3000129
AAT36613.1	AY605049	antibiotic inactivation enzyme	ARO:3000557
AAT36613.1	AY605049	beta-lactam resistance gene	ARO:3000129
AAZ73123.1	DQ143913	antibiotic inactivation enzyme	ARO:3000557
AAZ73123.1	DQ143913	beta-lactam resistance gene	ARO:3000129
ABC94518.1	DQ365886	antibiotic inactivation enzyme	ARO:3000557
ABC94518.1	DQ365886	beta-lactam resistance gene	ARO:3000129
AAT48653.1	AY635904	antibiotic inactivation enzyme	ARO:3000557
AAT48653.1	AY635904	beta-lactam resistance gene	ARO:3000129
ACB54702.1	EU419745	antibiotic inactivation enzyme	ARO:3000557
ACB54702.1	EU419745	beta-lactam resistance gene	ARO:3000129
ACB54703.1	EU419746	antibiotic inactivation enzyme	ARO:3000557
ACB54703.1	EU419746	beta-lactam resistance gene	ARO:3000129
ABW90721.1	EU118148	antibiotic inactivation enzyme	ARO:3000557
ABW90721.1	EU118148	beta-lactam resistance gene	ARO:3000129
CAO83029.1	AM778091	antibiotic inactivation enzyme	ARO:3000557
CAO83029.1	AM778091	beta-lactam resistance gene	ARO:3000129
ACY29468.1	FJ822963	antibiotic inactivation enzyme	ARO:3000557
ACY29468.1	FJ822963	beta-lactam resistance gene	ARO:3000129
ABR10840.1	EF614235	antibiotic inactivation enzyme	ARO:3000557
ABR10840.1	EF614235	beta-lactam resistance gene	ARO:3000129
ACV13198.1	GQ414736	antibiotic inactivation enzyme	ARO:3000557
ACV13198.1	GQ414736	beta-lactam resistance gene	ARO:3000129
ACT33323.1	GQ242167	antibiotic inactivation enzyme	ARO:3000557
ACT33323.1	GQ242167	beta-lactam resistance gene	ARO:3000129
ADL27533.1	HM855205	antibiotic inactivation enzyme	ARO:3000557
ADL27533.1	HM855205	beta-lactam resistance gene	ARO:3000129
ADO50679.1	HM750249	antibiotic inactivation enzyme	ARO:3000557
ADO50679.1	HM750249	beta-lactam resistance gene	ARO:3000129
CBY80143.1	FR748153	antibiotic inactivation enzyme	ARO:3000557
CBY80143.1	FR748153	beta-lactam resistance gene	ARO:3000129
ADX78234.1	HQ858608	antibiotic inactivation enzyme	ARO:3000557
ADX78234.1	HQ858608	beta-lactam resistance gene	ARO:3000129
AEI25539.1	JF900599	antibiotic inactivation enzyme	ARO:3000557
AEI25539.1	JF900599	beta-lactam resistance gene	ARO:3000129
AFP99885.1	JX311308	antibiotic inactivation enzyme	ARO:3000557
AFP99885.1	JX311308	beta-lactam resistance gene	ARO:3000129
AAG27703.1	AF300454	antibiotic inactivation enzyme	ARO:3000557
AAG27703.1	AF300454	beta-lactam resistance gene	ARO:3000129
AET05999.1	JN129451	antibiotic inactivation enzyme	ARO:3000557
AET05999.1	JN129451	beta-lactam resistance gene	ARO:3000129
AFK24647.1	JN982330	antibiotic inactivation enzyme	ARO:3000557
AFK24647.1	JN982330	beta-lactam resistance gene	ARO:3000129
AEZ49857.1	JN676230	antibiotic inactivation enzyme	ARO:3000557
AEZ49857.1	JN676230	beta-lactam resistance gene	ARO:3000129
AFP99175.1	JX258134	antibiotic inactivation enzyme	ARO:3000557
AFP99175.1	JX258134	beta-lactam resistance gene	ARO:3000129
AFN88953.1	JX013656	antibiotic inactivation enzyme	ARO:3000557
AFN88953.1	JX013656	beta-lactam resistance gene	ARO:3000129
AGC50805.1	JX982634	antibiotic inactivation enzyme	ARO:3000557
AGC50805.1	JX982634	beta-lactam resistance gene	ARO:3000129
AGC50806.1	JX982635	antibiotic inactivation enzyme	ARO:3000557
AGC50806.1	JX982635	beta-lactam resistance gene	ARO:3000129
AGC50807.1	JX982636	antibiotic inactivation enzyme	ARO:3000557
AGC50807.1	JX982636	beta-lactam resistance gene	ARO:3000129
